Time (s),
315.3,4.41993E-05
315.31,3.00131E-05
315.32,5.00861E-05
315.33,6.05087E-05
315.34,4.54539E-05
315.35,4.12077E-05
315.36,5.00861E-05
315.37,4.58399E-05
315.38,4.00496E-05
315.39,4.76735E-05
315.4,4.59364E-05
315.41,4.65154E-05
315.42,4.53574E-05
315.43,3.98566E-05
315.44,4.08216E-05
315.45,4.8156E-05
315.46,5.47184E-05
315.47,4.8156E-05
315.48,3.70579E-05
315.49,4.17867E-05
315.5,4.54539E-05
315.51,5.00861E-05
315.52,4.8156E-05
315.53,4.54539E-05
315.54,3.8795E-05
315.55,4.46818E-05
315.56,5.89646E-05
315.57,5.57799E-05
315.58,4.92176E-05
315.59,4.96036E-05
315.6,4.41993E-05
315.61,3.8795E-05
315.62,3.96636E-05
315.63,5.07617E-05
315.64,5.45254E-05
315.65,5.00861E-05
315.66,4.16902E-05
315.67,3.63824E-05
315.68,3.46453E-05
315.69,4.29448E-05
315.7,5.16302E-05
315.71,5.12442E-05
315.72,5.58764E-05
315.73,4.87351E-05
315.74,2.87585E-05
315.75,3.86985E-05
315.76,4.88316E-05
315.77,5.03756E-05
315.78,5.32708E-05
315.79,4.64189E-05
315.8,4.46818E-05
315.81,5.28848E-05
315.82,4.54539E-05
315.83,3.61894E-05
315.84,4.41993E-05
315.85,6.10877E-05
315.86,5.21127E-05
315.87,3.56104E-05
315.88,4.34273E-05
315.89,5.6359E-05
315.9,5.25953E-05
315.91,4.39098E-05
315.92,4.04356E-05
315.93,3.59964E-05
315.94,4.41028E-05
315.95,4.62259E-05
315.96,4.33308E-05
315.97,5.33673E-05
315.98,3.71545E-05
315.99,3.7251E-05
316,6.30178E-05
316.01,5.40428E-05
316.02,3.13641E-05
316.03,3.77335E-05
316.04,5.22092E-05
316.05,5.18232E-05
316.06,4.31378E-05
316.07,5.40428E-05
316.08,5.6938E-05
316.09,4.04356E-05
316.1,3.7251E-05
316.11,4.8349E-05
316.12,4.90246E-05
316.13,4.7384E-05
316.14,5.15337E-05
316.15,5.21127E-05
316.16,4.18832E-05
316.17,3.32942E-05
316.18,3.85055E-05
316.19,5.57799E-05
316.2,5.25953E-05
316.21,4.23657E-05
316.22,4.24622E-05
316.23,4.19797E-05
316.24,4.49714E-05
316.25,4.6805E-05
316.26,4.55504E-05
316.27,4.86386E-05
316.28,3.75405E-05
316.29,5.26918E-05
316.3,6.16667E-05
316.31,4.00496E-05
316.32,4.16902E-05
316.33,4.64189E-05
316.34,4.7577E-05
316.35,5.70345E-05
316.36,4.7384E-05
316.37,5.07617E-05
316.38,4.61294E-05
316.39,3.31012E-05
316.4,5.25953E-05
316.41,6.07982E-05
316.42,3.73475E-05
316.43,2.61529E-05
316.44,4.63224E-05
316.45,6.35968E-05
316.46,5.28848E-05
316.47,3.50313E-05
316.48,2.64424E-05
316.49,4.49714E-05
316.5,5.48149E-05
316.51,5.26918E-05
316.52,5.39463E-05
316.53,4.61294E-05
316.54,3.00131E-05
316.55,3.8602E-05
316.56,5.89646E-05
316.57,6.13772E-05
316.58,4.00496E-05
316.59,3.8023E-05
316.6,5.19197E-05
316.61,4.8156E-05
316.62,4.62259E-05
316.63,5.05687E-05
316.64,4.32343E-05
316.65,4.76735E-05
316.66,5.13407E-05
316.67,4.12077E-05
316.68,4.13042E-05
316.69,5.24023E-05
316.7,4.19797E-05
316.71,4.24622E-05
316.72,5.21127E-05
316.73,4.48749E-05
316.74,4.09181E-05
316.75,5.00861E-05
316.76,4.34273E-05
316.77,3.62859E-05
316.78,3.42593E-05
316.79,5.19197E-05
316.8,6.53339E-05
316.81,5.54904E-05
316.82,4.49714E-05
316.83,3.48383E-05
316.84,3.54174E-05
316.85,4.57434E-05
316.86,4.80595E-05
316.87,6.32108E-05
316.88,6.05087E-05
316.89,3.90846E-05
316.9,3.88915E-05
316.91,4.87351E-05
316.92,3.77335E-05
316.93,3.77335E-05
316.94,5.43324E-05
316.95,6.04122E-05
316.96,4.41028E-05
316.97,3.97601E-05
316.98,4.20762E-05
316.99,3.79265E-05
317,4.53574E-05
317.01,5.08582E-05
317.02,4.76735E-05
317.03,5.12442E-05
317.04,4.48749E-05
317.05,3.58034E-05
317.06,4.11112E-05
317.07,4.97001E-05
317.08,5.54904E-05
317.09,5.54904E-05
317.1,4.46818E-05
317.11,3.94706E-05
317.12,4.88316E-05
317.13,5.11477E-05
317.14,4.8349E-05
317.15,4.7963E-05
317.16,4.47784E-05
317.17,4.41028E-05
317.18,4.00496E-05
317.19,4.52609E-05
317.2,5.27883E-05
317.21,4.76735E-05
317.22,4.36203E-05
317.23,4.14007E-05
317.24,4.31378E-05
317.25,4.80595E-05
317.26,4.22692E-05
317.27,4.76735E-05
317.28,5.10512E-05
317.29,4.50679E-05
317.3,3.95671E-05
317.31,4.45853E-05
317.32,5.33673E-05
317.33,5.26918E-05
317.34,4.07251E-05
317.35,3.92776E-05
317.36,5.04721E-05
317.37,5.66485E-05
317.38,5.16302E-05
317.39,4.7384E-05
317.4,3.57069E-05
317.41,3.38733E-05
317.42,5.24023E-05
317.43,5.96401E-05
317.44,4.52609E-05
317.45,4.42958E-05
317.46,5.00861E-05
317.47,4.7963E-05
317.48,3.86985E-05
317.49,3.88915E-05
317.5,4.65154E-05
317.51,4.8156E-05
317.52,0.00004777
317.53,5.26918E-05
317.54,4.7384E-05
317.55,3.15572E-05
317.56,2.8083E-05
317.57,4.96036E-05
317.58,6.88081E-05
317.59,5.70345E-05
317.6,3.64789E-05
317.61,3.61894E-05
317.62,4.8349E-05
317.63,5.11477E-05
317.64,4.8542E-05
317.65,5.45254E-05
317.66,5.39463E-05
317.67,3.73475E-05
317.68,2.61529E-05
317.69,4.72875E-05
317.7,6.5913E-05
317.71,5.31743E-05
317.72,4.38133E-05
317.73,4.54539E-05
317.74,3.69614E-05
317.75,3.70579E-05
317.76,4.89281E-05
317.77,5.78065E-05
317.78,4.53574E-05
317.79,3.27152E-05
317.8,4.07251E-05
317.81,5.03756E-05
317.82,4.62259E-05
317.83,4.46818E-05
317.84,4.99896E-05
317.85,4.95071E-05
317.86,4.47784E-05
317.87,5.38498E-05
317.88,5.39463E-05
317.89,4.17867E-05
317.9,3.31012E-05
317.91,4.05321E-05
317.92,6.02192E-05
317.93,6.16667E-05
317.94,4.31378E-05
317.95,4.15937E-05
317.96,4.30413E-05
317.97,3.73475E-05
317.98,4.41993E-05
317.99,6.21493E-05
318,4.99896E-05
318.01,3.32942E-05
318.02,4.35238E-05
318.03,4.93141E-05
318.04,3.7251E-05
318.05,3.54174E-05
318.06,4.39098E-05
318.07,5.17267E-05
318.08,5.70345E-05
318.09,5.6359E-05
318.1,4.89281E-05
318.11,4.7384E-05
318.12,3.38733E-05
318.13,2.93375E-05
318.14,5.41393E-05
318.15,0.000057324
318.16,4.8542E-05
318.17,6.13772E-05
318.18,5.12442E-05
318.19,2.12311E-05
318.2,2.31612E-05
318.21,4.82525E-05
318.22,6.50444E-05
318.23,7.59495E-05
318.24,5.66485E-05
318.25,3.07851E-05
318.26,3.59964E-05
318.27,2.41263E-05
318.28,1.8915E-05
318.29,5.27883E-05
318.3,7.40194E-05
318.31,6.47549E-05
318.32,5.08582E-05
318.33,3.70579E-05
318.34,1.8722E-05
318.35,2.24857E-05
318.36,5.07617E-05
318.37,7.67215E-05
318.38,7.24753E-05
318.39,4.37168E-05
318.4,3.17502E-05
318.41,3.7251E-05
318.42,0.000028662
318.43,4.15937E-05
318.44,6.39829E-05
318.45,6.7264E-05
318.46,5.43324E-05
318.47,4.00496E-05
318.48,3.99531E-05
318.49,3.39698E-05
318.5,2.17136E-05
318.51,5.29813E-05
318.52,9.18728E-05
318.53,5.74205E-05
318.54,6.85186E-06
318.55,3.69614E-05
318.56,5.20162E-05
318.57,1.42828E-05
318.58,3.96636E-05
318.59,9.24518E-05
318.6,7.30543E-05
318.61,2.03626E-05
318.62,2.45123E-05
318.63,6.11842E-05
318.64,4.36203E-05
318.65,2.03626E-05
318.66,6.03157E-05
318.67,8.29944E-05
318.68,5.6552E-05
318.69,2.79865E-05
318.7,2.07486E-05
318.71,4.64189E-05
318.72,5.64555E-05
318.73,4.48749E-05
318.74,5.22092E-05
318.75,6.44654E-05
318.76,3.47418E-05
318.77,2.32577E-05
318.78,5.47184E-05
318.79,5.94471E-05
318.8,3.62859E-05
318.81,2.19067E-05
318.82,4.8156E-05
318.83,8.28978E-05
318.84,5.85786E-05
318.85,1.39932E-05
318.86,3.06886E-05
318.87,6.35003E-05
318.88,4.98931E-05
318.89,2.73109E-05
318.9,5.54904E-05
318.91,7.95202E-05
318.92,3.69614E-05
318.93,1.55373E-05
318.94,5.55869E-05
318.95,6.6685E-05
318.96,3.73475E-05
318.97,2.99166E-05
318.98,6.65885E-05
318.99,7.17033E-05
319,3.47418E-05
319.01,2.23892E-05
319.02,3.73475E-05
319.03,4.96036E-05
319.04,5.62625E-05
319.05,4.48749E-05
319.06,4.63224E-05
319.07,0.00004777
319.08,3.783E-05
319.09,4.8349E-05
319.1,0.00004777
319.11,4.08216E-05
319.12,4.86386E-05
319.13,5.08582E-05
319.14,5.56834E-05
319.15,4.00496E-05
319.16,2.75039E-05
319.17,5.11477E-05
319.18,5.92541E-05
319.19,5.28848E-05
319.2,4.62259E-05
319.21,3.8795E-05
319.22,4.7384E-05
319.23,4.64189E-05
319.24,4.87351E-05
319.25,4.96036E-05
319.26,4.50679E-05
319.27,5.34638E-05
319.28,4.17867E-05
319.29,3.15572E-05
319.3,4.82525E-05
319.31,0.00004777
319.32,4.56469E-05
319.33,5.08582E-05
319.34,5.18232E-05
319.35,4.19797E-05
319.36,3.18467E-05
319.37,4.7577E-05
319.38,5.60694E-05
319.39,5.03756E-05
319.4,4.76735E-05
319.41,3.58999E-05
319.42,4.62259E-05
319.43,5.16302E-05
319.44,3.61894E-05
319.45,5.42358E-05
319.46,6.35968E-05
319.47,4.58399E-05
319.48,4.08216E-05
319.49,3.14607E-05
319.5,4.29448E-05
319.51,6.35003E-05
319.52,4.8156E-05
319.53,3.69614E-05
319.54,5.27883E-05
319.55,4.54539E-05
319.56,2.63459E-05
319.57,4.6998E-05
319.58,6.01227E-05
319.59,4.76735E-05
319.6,4.66119E-05
319.61,4.27517E-05
319.62,4.27517E-05
319.63,4.66119E-05
319.64,4.63224E-05
319.65,4.54539E-05
319.66,4.00496E-05
319.67,5.16302E-05
319.68,6.78431E-05
319.69,4.12077E-05
319.7,3.30047E-05
319.71,4.54539E-05
319.72,4.33308E-05
319.73,5.03756E-05
319.74,6.57199E-05
319.75,5.56834E-05
319.76,2.34507E-05
319.77,2.8855E-05
319.78,6.24388E-05
319.79,5.7517E-05
319.8,3.81195E-05
319.81,4.27517E-05
319.82,4.94106E-05
319.83,3.61894E-05
319.84,5.08582E-05
319.85,5.96401E-05
319.86,2.8083E-05
319.87,3.91811E-05
319.88,6.33073E-05
319.89,5.45254E-05
319.9,3.58034E-05
319.91,3.15572E-05
319.92,5.16302E-05
319.93,5.62625E-05
319.94,4.8156E-05
319.95,4.24622E-05
319.96,3.98566E-05
319.97,5.54904E-05
319.98,5.20162E-05
319.99,3.7251E-05
320,4.54539E-05
320.01,4.97966E-05
320.02,4.55504E-05
320.03,5.28848E-05
320.04,4.13042E-05
320.05,3.55139E-05
320.06,5.6552E-05
320.07,5.05687E-05
320.08,3.90846E-05
320.09,4.41993E-05
320.1,4.60329E-05
320.11,4.59364E-05
320.12,4.37168E-05
320.13,4.48749E-05
320.14,4.39098E-05
320.15,3.67684E-05
320.16,5.85786E-05
320.17,6.04122E-05
320.18,2.9434E-05
320.19,3.8409E-05
320.2,4.76735E-05
320.21,4.63224E-05
320.22,6.65885E-05
320.23,4.7384E-05
320.24,3.50313E-05
320.25,4.72875E-05
320.26,4.25587E-05
320.27,4.8542E-05
320.28,4.40063E-05
320.29,5.35603E-05
320.3,5.59729E-05
320.31,3.02061E-05
320.32,4.59364E-05
320.33,5.02791E-05
320.34,3.40663E-05
320.35,4.38133E-05
320.36,4.51644E-05
320.37,5.52009E-05
320.38,5.44289E-05
320.39,3.48383E-05
320.4,3.69614E-05
320.41,5.42358E-05
320.42,0.00004777
320.43,3.38733E-05
320.44,4.8156E-05
320.45,6.50444E-05
320.46,3.96636E-05
320.47,3.69614E-05
320.48,6.57199E-05
320.49,4.72875E-05
320.5,2.29682E-05
320.51,4.89281E-05
320.52,6.80361E-05
320.53,4.57434E-05
320.54,3.79265E-05
320.55,5.52009E-05
320.56,4.08216E-05
320.57,2.81795E-05
320.58,5.81926E-05
320.59,6.07017E-05
320.6,3.56104E-05
320.61,3.92776E-05
320.62,4.82525E-05
320.63,4.70945E-05
320.64,4.52609E-05
320.65,4.10147E-05
320.66,4.47784E-05
320.67,5.43324E-05
320.68,5.49114E-05
320.69,4.18832E-05
320.7,3.81195E-05
320.71,4.58399E-05
320.72,5.02791E-05
320.73,4.69015E-05
320.74,4.7963E-05
320.75,4.87351E-05
320.76,4.11112E-05
320.77,5.01826E-05
320.78,5.40428E-05
320.79,3.92776E-05
320.8,3.73475E-05
320.81,4.88316E-05
320.82,5.42358E-05
320.83,4.93141E-05
320.84,4.55504E-05
320.85,3.88915E-05
320.86,4.35238E-05
320.87,4.96036E-05
320.88,4.42958E-05
320.89,4.64189E-05
320.9,4.64189E-05
320.91,4.70945E-05
320.92,4.96036E-05
320.93,4.42958E-05
320.94,3.7637E-05
320.95,4.36203E-05
320.96,5.04721E-05
320.97,5.83856E-05
320.98,5.28848E-05
320.99,4.19797E-05
321,4.46818E-05
321.01,4.45853E-05
321.02,4.72875E-05
321.03,4.95071E-05
321.04,3.91811E-05
321.05,5.08582E-05
321.06,5.45254E-05
321.07,4.08216E-05
321.08,4.10147E-05
321.09,5.03756E-05
321.1,4.95071E-05
321.11,4.55504E-05
321.12,4.24622E-05
321.13,4.21727E-05
321.14,4.66119E-05
321.15,4.7191E-05
321.16,4.61294E-05
321.17,4.65154E-05
321.18,4.51644E-05
321.19,4.6998E-05
321.2,5.41393E-05
321.21,5.07617E-05
321.22,3.37768E-05
321.23,3.81195E-05
321.24,5.45254E-05
321.25,5.04721E-05
321.26,5.08582E-05
321.27,4.7191E-05
321.28,4.35238E-05
321.29,4.88316E-05
321.3,4.96036E-05
321.31,4.74805E-05
321.32,3.85055E-05
321.33,4.17867E-05
321.34,5.50079E-05
321.35,5.02791E-05
321.36,3.8988E-05
321.37,4.28482E-05
321.38,5.04721E-05
321.39,4.47784E-05
321.4,4.64189E-05
321.41,5.24023E-05
321.42,4.08216E-05
321.43,3.99531E-05
321.44,5.00861E-05
321.45,4.65154E-05
321.46,4.63224E-05
321.47,5.39463E-05
321.48,4.15937E-05
321.49,3.93741E-05
321.5,5.70345E-05
321.51,5.38498E-05
321.52,4.01461E-05
321.53,3.8602E-05
321.54,5.08582E-05
321.55,5.04721E-05
321.56,4.11112E-05
321.57,5.46219E-05
321.58,5.08582E-05
321.59,3.71545E-05
321.6,4.23657E-05
321.61,4.76735E-05
321.62,5.16302E-05
321.63,4.45853E-05
321.64,4.22692E-05
321.65,5.37533E-05
321.66,4.50679E-05
321.67,3.64789E-05
321.68,4.91211E-05
321.69,5.47184E-05
321.7,4.15937E-05
321.71,3.92776E-05
321.72,5.39463E-05
321.73,4.67085E-05
321.74,3.91811E-05
321.75,0.000057324
321.76,5.29813E-05
321.77,3.05921E-05
321.78,4.12077E-05
321.79,5.97366E-05
321.8,5.8096E-05
321.81,4.08216E-05
321.82,3.85055E-05
321.83,5.10512E-05
321.84,4.39098E-05
321.85,4.06286E-05
321.86,4.97001E-05
321.87,4.89281E-05
321.88,4.58399E-05
321.89,4.92176E-05
321.9,4.97001E-05
321.91,3.68649E-05
321.92,4.12077E-05
321.93,5.88681E-05
321.94,4.58399E-05
321.95,3.46453E-05
321.96,4.97001E-05
321.97,5.53939E-05
321.98,4.66119E-05
321.99,3.77335E-05
322,4.88316E-05
322.01,5.81926E-05
322.02,4.54539E-05
322.03,3.8409E-05
322.04,4.17867E-05
322.05,5.39463E-05
322.06,6.04122E-05
322.07,4.16902E-05
322.08,3.13641E-05
322.09,5.10512E-05
322.1,0.000057324
322.11,4.37168E-05
322.12,4.41993E-05
322.13,5.19197E-05
322.14,4.43923E-05
322.15,3.90846E-05
322.16,4.37168E-05
322.17,4.67085E-05
322.18,4.88316E-05
322.19,5.09547E-05
322.2,3.99531E-05
322.21,3.54174E-05
322.22,5.35603E-05
322.23,6.07982E-05
322.24,4.30413E-05
322.25,3.18467E-05
322.26,4.97966E-05
322.27,5.88681E-05
322.28,3.8409E-05
322.29,3.90846E-05
322.3,4.89281E-05
322.31,5.03756E-05
322.32,5.51044E-05
322.33,3.8988E-05
322.34,4.14972E-05
322.35,6.27283E-05
322.36,4.96036E-05
322.37,2.51878E-05
322.38,3.7637E-05
322.39,6.32108E-05
322.4,5.37533E-05
322.41,3.68649E-05
322.42,4.62259E-05
322.43,5.11477E-05
322.44,3.91811E-05
322.45,4.24622E-05
322.46,4.76735E-05
322.47,0.00004777
322.48,5.25953E-05
322.49,5.24023E-05
322.5,3.63824E-05
322.51,3.07851E-05
322.52,6.14737E-05
322.53,5.7517E-05
322.54,3.99531E-05
322.55,4.46818E-05
322.56,4.46818E-05
322.57,5.57799E-05
322.58,5.51044E-05
322.59,2.46088E-05
322.6,3.39698E-05
322.61,0.000066878
322.62,6.16667E-05
322.63,3.47418E-05
322.64,3.85055E-05
322.65,5.17267E-05
322.66,4.38133E-05
322.67,4.26552E-05
322.68,4.93141E-05
322.69,4.04356E-05
322.7,4.76735E-05
322.71,6.13772E-05
322.72,4.11112E-05
322.73,2.29682E-05
322.74,4.94106E-05
322.75,6.21493E-05
322.76,5.26918E-05
322.77,4.11112E-05
322.78,2.74074E-05
322.79,5.64555E-05
322.8,6.29213E-05
322.81,3.10746E-05
322.82,5.01826E-05
322.83,6.05087E-05
322.84,3.07851E-05
322.85,3.38733E-05
322.86,5.97366E-05
322.87,5.43324E-05
322.88,4.22692E-05
322.89,5.24023E-05
322.9,4.24622E-05
322.91,2.75039E-05
322.92,4.30413E-05
322.93,5.84821E-05
322.94,5.16302E-05
322.95,4.12077E-05
322.96,3.783E-05
322.97,5.11477E-05
322.98,5.6359E-05
322.99,4.00496E-05
323,3.85055E-05
323.01,4.67085E-05
323.02,4.62259E-05
323.03,4.41993E-05
323.04,4.97966E-05
323.05,5.44289E-05
323.06,5.10512E-05
323.07,1.84325E-05
323.08,3.58999E-05
323.09,9.02322E-05
323.1,5.19197E-05
323.11,1.57303E-05
323.12,4.70945E-05
323.13,5.26918E-05
323.14,5.61659E-05
323.15,4.55504E-05
323.16,5.52974E-05
323.17,5.11477E-05
323.18,2.28717E-05
323.19,4.7577E-05
323.2,6.21493E-05
323.21,5.35603E-05
323.22,3.73475E-05
323.23,3.88915E-05
323.24,7.50809E-05
323.25,3.783E-05
323.26,4.24622E-06
323.27,5.53939E-05
323.28,8.44419E-05
323.29,6.26318E-05
323.3,1.26422E-05
323.31,1.18701E-05
323.32,7.01592E-05
323.33,7.76866E-05
323.34,3.46453E-05
323.35,1.33177E-05
323.36,4.50679E-05
323.37,8.79161E-05
323.38,5.49114E-05
323.39,6.94836E-06
323.4,3.51278E-05
323.41,6.47549E-05
323.42,6.23423E-05
323.43,3.62859E-05
323.44,2.39333E-05
323.45,7.43089E-05
323.46,6.53339E-05
323.47,1.10016E-05
323.48,3.06886E-05
323.49,6.27283E-05
323.5,6.82291E-05
323.51,4.38133E-05
323.52,2.789E-05
323.53,5.58764E-05
323.54,5.7131E-05
323.55,3.88915E-05
323.56,4.05321E-05
323.57,4.50679E-05
323.58,4.48749E-05
323.59,5.70345E-05
323.6,5.44289E-05
323.61,3.20397E-05
323.62,6.00261E-05
323.63,4.31378E-05
323.64,2.51878E-05
323.65,6.41759E-05
323.66,5.47184E-05
323.67,4.21727E-05
323.68,4.14972E-05
323.69,3.96636E-05
323.7,5.20162E-05
323.71,4.54539E-05
323.72,5.08582E-05
323.73,5.52974E-05
323.74,3.81195E-05
323.75,4.05321E-05
323.76,5.56834E-05
323.77,4.62259E-05
323.78,3.61894E-05
323.79,5.02791E-05
323.8,6.12807E-05
323.81,3.7251E-05
323.82,3.54174E-05
323.83,4.7384E-05
323.84,5.07617E-05
323.85,6.69745E-05
323.86,4.58399E-05
323.87,8.00992E-06
323.88,5.85786E-05
323.89,7.63355E-05
323.9,2.34507E-05
323.91,3.95671E-05
323.92,5.91576E-05
323.93,4.19797E-05
323.94,5.03756E-05
323.95,0.000057324
323.96,4.42958E-05
323.97,3.45488E-05
323.98,4.67085E-05
323.99,4.31378E-05
324,5.89646E-05
324.01,7.01592E-05
324.02,1.53443E-05
324.03,2.81795E-05
324.04,9.42854E-05
324.05,4.34273E-05
324.06,6.36933E-06
324.07,5.78065E-05
324.08,6.86151E-05
324.09,5.16302E-05
324.1,2.73109E-05
324.11,1.92045E-05
324.12,6.86151E-05
324.13,8.35734E-05
324.14,3.25222E-05
324.15,1.9494E-05
324.16,4.00496E-05
324.17,5.58764E-05
324.18,6.78431E-05
324.19,4.56469E-05
324.2,2.32577E-05
324.21,5.39463E-05
324.22,5.6359E-05
324.23,3.22327E-05
324.24,6.16667E-05
324.25,5.43324E-05
324.26,2.66354E-05
324.27,5.40428E-05
324.28,6.35003E-05
324.29,2.17136E-05
324.3,4.17867E-05
324.31,6.92906E-05
324.32,4.46818E-05
324.33,3.75405E-05
324.34,5.09547E-05
324.35,4.7577E-05
324.36,4.07251E-05
324.37,5.09547E-05
324.38,4.56469E-05
324.39,2.66354E-05
324.4,5.34638E-05
324.41,6.41759E-05
324.42,4.80595E-05
324.43,4.48749E-05
324.44,3.28117E-05
324.45,3.06886E-05
324.46,5.45254E-05
324.47,6.03157E-05
324.48,4.55504E-05
324.49,4.98931E-05
324.5,4.54539E-05
324.51,2.96271E-05
324.52,5.09547E-05
324.53,5.31743E-05
324.54,4.17867E-05
324.55,5.89646E-05
324.56,4.97001E-05
324.57,3.31977E-05
324.58,4.46818E-05
324.59,5.44289E-05
324.6,4.18832E-05
324.61,3.69614E-05
324.62,0.000057324
324.63,5.68415E-05
324.64,3.58034E-05
324.65,4.12077E-05
324.66,4.87351E-05
324.67,4.98931E-05
324.68,6.00261E-05
324.69,3.07851E-05
324.7,3.41628E-05
324.71,7.17033E-05
324.72,4.17867E-05
324.73,2.35472E-05
324.74,6.21493E-05
324.75,5.97366E-05
324.76,3.94706E-05
324.77,3.66719E-05
324.78,3.783E-05
324.79,6.21493E-05
324.8,5.78065E-05
324.81,2.9241E-05
324.82,4.61294E-05
324.83,5.6359E-05
324.84,4.00496E-05
324.85,4.54539E-05
324.86,5.40428E-05
324.87,4.89281E-05
324.88,5.16302E-05
324.89,2.45123E-05
324.9,1.70814E-05
324.91,7.88446E-05
324.92,9.25484E-05
324.93,1.48618E-05
324.94,1.41862E-05
324.95,7.09312E-05
324.96,4.6805E-05
324.97,3.15572E-05
324.98,5.78065E-05
324.99,5.24023E-05
325,4.61294E-05
325.01,5.10512E-05
325.02,5.12442E-05
325.03,2.8469E-05
325.04,3.55139E-05
325.05,6.57199E-05
325.06,5.94471E-05
325.07,3.51278E-05
325.08,4.22692E-05
325.09,3.86985E-05
325.1,5.02791E-05
325.11,6.69745E-05
325.12,2.44158E-05
325.13,3.58034E-05
325.14,7.18963E-05
325.15,4.60329E-05
325.16,3.04956E-05
325.17,3.98566E-05
325.18,5.12442E-05
325.19,5.27883E-05
325.2,4.08216E-05
325.21,4.01461E-05
325.22,6.71675E-05
325.23,4.05321E-05
325.24,1.90115E-05
325.25,6.37898E-05
325.26,5.32708E-05
325.27,3.57069E-05
325.28,6.7071E-05
325.29,4.46818E-05
325.3,2.33542E-05
325.31,4.70945E-05
325.32,5.90611E-05
325.33,5.08582E-05
325.34,3.97601E-05
325.35,5.56834E-05
325.36,4.19797E-05
325.37,2.60564E-05
325.38,6.67815E-05
325.39,5.87716E-05
325.4,2.22927E-05
325.41,4.45853E-05
325.42,6.82291E-05
325.43,3.37768E-05
325.44,3.65754E-05
325.45,6.80361E-05
325.46,4.65154E-05
325.47,2.18101E-05
325.48,4.13042E-05
325.49,5.6745E-05
325.5,5.84821E-05
325.51,5.61659E-05
325.52,4.17867E-05
325.53,3.17502E-05
325.54,4.37168E-05
325.55,5.30778E-05
325.56,4.97966E-05
325.57,4.48749E-05
325.58,4.61294E-05
325.59,6.09912E-05
325.6,4.33308E-05
325.61,2.21962E-05
325.62,4.51644E-05
325.63,6.12807E-05
325.64,6.33073E-05
325.65,4.34273E-05
325.66,2.20997E-05
325.67,4.30413E-05
325.68,6.92906E-05
325.69,4.95071E-05
325.7,2.75039E-05
325.71,3.55139E-05
325.72,6.14737E-05
325.73,6.06052E-05
325.74,3.71545E-05
325.75,4.01461E-05
325.76,5.42358E-05
325.77,4.05321E-05
325.78,3.68649E-05
325.79,5.85786E-05
325.8,6.58165E-05
325.81,4.12077E-05
325.82,3.07851E-05
325.83,4.12077E-05
325.84,5.31743E-05
325.85,5.66485E-05
325.86,3.91811E-05
325.87,4.54539E-05
325.88,6.01227E-05
325.89,3.34873E-05
325.9,3.65754E-05
325.91,6.32108E-05
325.92,4.8542E-05
325.93,3.94706E-05
325.94,5.00861E-05
325.95,4.08216E-05
325.96,4.42958E-05
325.97,5.00861E-05
325.98,3.42593E-05
325.99,5.66485E-05
326,7.40194E-05
326.01,3.22327E-05
326.02,2.19067E-05
326.03,5.20162E-05
326.04,5.771E-05
326.05,5.11477E-05
326.06,4.39098E-05
326.07,3.81195E-05
326.08,5.25953E-05
326.09,4.35238E-05
326.1,3.61894E-05
326.11,5.88681E-05
326.12,5.12442E-05
326.13,3.8988E-05
326.14,6.04122E-05
326.15,3.7251E-05
326.16,1.65024E-05
326.17,5.93506E-05
326.18,6.97732E-05
326.19,4.35238E-05
326.2,4.7963E-05
326.21,4.27517E-05
326.22,3.07851E-05
326.23,3.61894E-05
326.24,5.27883E-05
326.25,6.12807E-05
326.26,5.89646E-05
326.27,4.46818E-05
326.28,2.64424E-05
326.29,2.96271E-05
326.3,6.19563E-05
326.31,6.10877E-05
326.32,3.93741E-05
326.33,4.93141E-05
326.34,5.51044E-05
326.35,3.7444E-05
326.36,2.7697E-05
326.37,4.02426E-05
326.38,6.91941E-05
326.39,6.7071E-05
326.4,3.48383E-05
326.41,2.71179E-05
326.42,4.87351E-05
326.43,4.63224E-05
326.44,3.38733E-05
326.45,6.04122E-05
326.46,7.01592E-05
326.47,3.53209E-05
326.48,2.59599E-05
326.49,4.24622E-05
326.5,4.95071E-05
326.51,5.85786E-05
326.52,5.11477E-05
326.53,3.61894E-05
326.54,4.37168E-05
326.55,4.7577E-05
326.56,4.7191E-05
326.57,5.07617E-05
326.58,4.10147E-05
326.59,4.08216E-05
326.6,6.10877E-05
326.61,4.82525E-05
326.62,3.33908E-05
326.63,5.19197E-05
326.64,4.76735E-05
326.65,4.14972E-05
326.66,4.97966E-05
326.67,4.45853E-05
326.68,4.97966E-05
326.69,5.39463E-05
326.7,3.98566E-05
326.71,3.35838E-05
326.72,4.7577E-05
326.73,5.82891E-05
326.74,5.7903E-05
326.75,4.03391E-05
326.76,3.34873E-05
326.77,4.74805E-05
326.78,5.35603E-05
326.79,4.70945E-05
326.8,4.37168E-05
326.81,4.23657E-05
326.82,5.29813E-05
326.83,5.33673E-05
326.84,3.66719E-05
326.85,4.11112E-05
326.86,5.24023E-05
326.87,4.53574E-05
326.88,4.40063E-05
326.89,4.31378E-05
326.9,5.02791E-05
326.91,5.78065E-05
326.92,4.14972E-05
326.93,3.90846E-05
326.94,4.69015E-05
326.95,4.27517E-05
326.96,5.02791E-05
326.97,5.81926E-05
326.98,4.27517E-05
326.99,4.17867E-05
